Date/Time,Seed I/O 1 - Indoor RH (%),Seed I/O 1 - Indoor Temp (°F),Seed I/O 1 - PAR - Lettuce (PAR),Seed I/O 1 - Heater 1,Seed I/O 1 - HAF Fans,Seed I/O 1 - Shutter,Seed I/O 1 - Roof Vent,Greenhouse #1 - Zone Temperature (°F),Greenhouse #1 - Zone Relative Humidity (%),Greenhouse #1 - Heating Setpoint (°F),Greenhouse #1 - Cooling Setpoint (°F),Greenhouse #1 - Rel Humidity Setpoint (%),
12/1/2018 01:00,,,,,,,,57.31,83.06,55,80,70,
12/1/2018 01:15,,,,,,,,59.58,84.18,55,80,70,
12/1/2018 01:30,,,,,,,,55.48,86.26,55,80,70,
12/1/2018 01:45,,,,,,,,57.52,81.89,55,80,70,
12/1/2018 02:00,,,,,,,,58.58,85.63,55,80,70,
12/1/2018 02:15,,,,,,,,55.5,86.43,55,80,70,
12/1/2018 02:30,,,,,,,,56.14,84.31,55,80,70,
12/1/2018 02:45,,,,,,,,58.3,80.2,55,80,70,
12/1/2018 03:00,,,,,,,,58.35,85.98,55,80,70,
12/1/2018 03:15,,,,,,,,55.72,85.42,55,80,70,
12/1/2018 03:30,,,,,,,,57.35,81.1,55,80,70,
12/1/2018 03:45,,,,,,,,59.51,84.31,55,80,70,
12/1/2018 04:00,,,,,,,,56.02,87.85,55,80,70,
12/1/2018 04:15,,,,,,,,59.72,83.89,55,80,70,
12/1/2018 04:30,,,,,,,,56.72,87.72,55,80,70,
12/1/2018 04:45,,,,,,,,57.54,90.57,55,80,70,
12/1/2018 05:00,,,,,,,,57.93,84.49,55,80,70,
12/1/2018 05:15,,,,,,,,56.31,89.88,55,80,70,
12/1/2018 05:30,,,,,,,,55.95,91.56,55,80,70,
12/1/2018 05:45,,,,,,,,59.63,87.92,55,80,70,
12/1/2018 06:00,,,,,,,,57.61,85.73,55,80,70,
12/1/2018 06:15,,,,,,,,56.51,89.28,55,80,70,
12/1/2018 06:30,,,,,,,,55.95,91.41,55,80,70,
12/1/2018 06:45,,,,,,,,59.4,87.57,55,80,70,
12/1/2018 07:00,,,,,,,,59.51,81.96,56.4,80,65.32,
12/1/2018 07:15,,,,,,,,62.43,80.97,58,80,60,
12/1/2018 07:30,,,,,,,,60.67,86.73,58,80,60,
12/1/2018 07:45,,,,,,,,58.47,86.65,58,80,60,
12/1/2018 08:00,,,,,,,,60.6,81.57,58,80,60,
12/1/2018 08:15,,,,,,,,59.16,86.77,58,80,60,
12/1/2018 08:30,,,,,,,,59.25,86.08,58,80,60,
12/1/2018 08:45,,,,,,,,65.02,72.99,65,80,55,
12/1/2018 09:00,,,,,,,,65.26,75.54,65,80,55,
12/1/2018 09:15,,,,,,,,66,74.32,65,80,55,
12/1/2018 09:30,,,,,,,,69.63,72.02,65,80,55,
12/1/2018 09:45,,,,,,,,68.66,69.94,65,80,55,
12/1/2018 10:00,,,,,,,,71.06,69.62,65,80,55,
12/1/2018 10:15,,,,,,,,73.96,66.44,65,80,55,
12/1/2018 10:30,,,,,,,,76.07,64.15,65,80,55,
12/1/2018 10:45,,,,,,,,77.73,62.23,65,80,55,
12/1/2018 11:00,,,,,,,,79.14,60.57,65,80,55,
12/1/2018 11:15,,,,,,,,79.89,59.54,65,80,55,
12/1/2018 11:30,,,,,,,,80.79,57.85,65,80,55,
12/1/2018 11:45,,,,,,,,79.9,51.29,65,80,55,
12/1/2018 12:00,,,,,,,,81.94,50.85,65,80,55,
12/1/2018 12:15,,,,,,,,79.17,49.82,65,80,55,
12/1/2018 12:30,,,,,,,,79.24,45.73,65,80,55,
12/1/2018 12:45,,,,,,,,82.02,44.9,65,80,55,
12/1/2018 13:00,,,,,,,,77.74,51.84,65,80,55,
12/1/2018 13:15,,,,,,,,77.72,44.14,65,80,55,
12/1/2018 13:30,,,,,,,,80.17,40.4,65,80,55,
12/1/2018 13:45,,,,,,,,80.63,44.03,65,80,55,
12/1/2018 14:00,,,,,,,,80.47,46.04,65,80,55,
12/1/2018 14:15,,,,,,,,79.47,46.3,65,80,55,
12/1/2018 14:30,,,,,,,,79.23,42.49,65,80,55,
12/1/2018 14:45,,,,,,,,80.67,45.09,65,80,55,
12/1/2018 15:00,,,,,,,,81.73,44.31,65,80,55,
12/1/2018 15:15,,,,,,,,76.77,42.14,65,80,55,
12/1/2018 15:30,,,,,,,,81.56,45.86,65,80,55,
12/1/2018 15:45,,,,,,,,77.46,54.22,65,80,55,
12/1/2018 16:00,,,,,,,,73.72,62.91,65,80,55,
12/1/2018 16:15,,,,,,,,71.26,68.93,65,80,55,
12/1/2018 16:30,,,,,,,,69,73.61,65,80,55,
12/1/2018 16:45,,,,,,,,67.02,75.61,65,80,55,
12/1/2018 17:00,,,,,,,,67.82,71.81,65,80,55,
12/1/2018 17:15,,,,,,,,65.64,76.79,63.29,80,57.84,
12/1/2018 17:30,,,,,,,,63.67,79.97,62,80,60,
12/1/2018 17:45,,,,,,,,64.12,76.68,62,80,60,
12/1/2018 18:00,,,,,,,,63.17,78.43,62,80,60,
12/1/2018 18:15,,,,,,,,62.84,79.31,62,80,60,
12/1/2018 18:30,,,,,,,,66.73,73.08,62,80,60,
12/1/2018 18:45,,,,,,,,63.87,75.57,62,80,60,
12/1/2018 19:00,,,,,,,,63.65,79.01,62,80,60,
12/1/2018 19:15,,,,,,,,64.41,75.02,58.02,80,65.69,
12/1/2018 19:30,,,,,,,,61.48,81.56,55,80,70,
12/1/2018 19:45,,,,,,,,60.07,83.57,55,80,70,
12/1/2018 20:00,,,,,,,,57.16,89.64,55,80,70,
12/1/2018 20:15,,,,,,,,55.96,90.31,55,80,70,
12/1/2018 20:30,,,,,,,,57.3,89.09,55,80,70,
12/1/2018 20:45,,,,,,,,57.59,82.62,55,80,70,
12/1/2018 21:00,,,,,,,,55.93,88.14,55,80,70,
12/1/2018 21:15,,,,,,,,59.08,83.04,55,80,70,
12/1/2018 21:30,,,,,,,,57.04,86.63,55,80,70,
12/1/2018 21:45,,,,,,,,56.33,88.63,55,80,70,
12/1/2018 22:00,,,,,,,,55.83,90.27,55,80,70,
12/1/2018 22:15,,,,,,,,59.07,82.99,55,80,70,
12/1/2018 22:30,,,,,,,,57.41,85.45,55,80,70,
12/1/2018 22:45,,,,,,,,56.86,87.15,55,80,70,
12/1/2018 23:00,,,,,,,,56.46,88.53,55,80,70,
12/1/2018 23:15,,,,,,,,56.24,89.75,55,80,70,
12/1/2018 23:30,,,,,,,,56.11,91.16,55,80,70,
12/1/2018 23:45,,,,,,,,55.93,91.28,55,80,70,
12/2/2018 00:00,,,,,,,,57.55,91.37,55,80,70,
12/2/2018 00:15,,,,,,,,59.66,84.59,55,80,70,
12/2/2018 00:30,,,,,,,,57.71,85.29,55,80,70,
12/2/2018 00:45,,,,,,,,56.81,88.31,55,80,70,
12/2/2018 01:00,,,,,,,,56.08,90.25,55,80,70,
12/2/2018 01:15,,,,,,,,59.1,88.65,55,80,70,
12/2/2018 01:30,,,,,,,,59.01,85.07,55,80,70,
12/2/2018 01:45,,,,,,,,58.16,85.27,55,80,70,
12/2/2018 02:00,,,,,,,,58.1,85.38,55,80,70,
12/2/2018 02:15,,,,,,,,57.14,88.02,55,80,70,
12/2/2018 02:30,,,,,,,,56.69,89.85,55,80,70,
12/2/2018 02:45,,,,,,,,56.14,91.9,55,80,70,
12/2/2018 03:00,,,,,,,,55.84,92.53,55,80,70,
12/2/2018 03:15,,,,,,,,56.87,93,55,80,70,
12/2/2018 03:30,,,,,,,,59.96,86.46,55,80,70,
12/2/2018 03:45,,,,,,,,59.89,85.35,55,80,70,
12/2/2018 04:00,,,,,,,,60.47,86.02,55,80,70,
12/2/2018 04:15,,,,,,,,57.18,89.32,55,80,70,
12/2/2018 04:30,,,,,,,,56.16,91.01,55,80,70,
12/2/2018 04:45,,,,,,,,56.09,91.42,55,80,70,
12/2/2018 05:00,,,,,,,,58.51,90.24,55,80,70,
12/2/2018 05:15,,,,,,,,58.62,84.69,55,80,70,
12/2/2018 05:30,,,,,,,,56.36,89.95,55,80,70,
12/2/2018 05:45,,,,,,,,56.56,92.69,55,80,70,
12/2/2018 06:00,,,,,,,,58.59,85.09,55,80,70,
12/2/2018 06:15,,,,,,,,56.87,89.15,55,80,70,
12/2/2018 06:30,,,,,,,,55.95,92.58,55,80,70,
12/2/2018 06:45,,,,,,,,58.77,91.31,55,80,70,
12/2/2018 07:00,,,,,,,,61.02,83.76,56.12,80,66.27,
12/2/2018 07:15,,,,,,,,61.99,85.57,58,80,60,
12/2/2018 07:30,,,,,,,,58.4,88.66,58,80,60,
12/2/2018 07:45,,,,,,,,59.69,84.57,58,80,60,
12/2/2018 08:00,,,,,,,,62.61,81.99,58,80,60,
12/2/2018 08:15,,,,,,,,59.46,87.73,58,80,60,
12/2/2018 08:30,,,,,,,,59.06,87.94,58,80,60,
12/2/2018 08:45,,,,,,,,65.04,75.39,65,80,55,
12/2/2018 09:00,,,,,,,,64.96,77.67,65,80,55,
12/2/2018 09:15,,,,,,,,65.2,78.35,65,80,55,
12/2/2018 09:30,,,,,,,,65.41,77.49,65,80,55,
12/2/2018 09:45,,,,,,,,66.12,76.87,65,80,55,
12/2/2018 10:00,,,,,,,,66.7,73.86,65,80,55,
12/2/2018 10:15,,,,,,,,69.4,74.38,65,80,55,
12/2/2018 10:30,,,,,,,,65.91,79.62,65,80,55,
12/2/2018 10:45,,,,,,,,68.03,80.97,65,80,55,
12/2/2018 11:00,,,,,,,,67.79,75.74,65,80,55,
12/2/2018 11:15,,,,,,,,66.1,80.17,65,80,55,
12/2/2018 11:30,,,,,,,,65.77,81.53,65,80,55,
12/2/2018 11:45,,,,,,,,65.88,82.44,65,80,55,
12/2/2018 12:00,,,,,,,,66.11,82.12,65,80,55,
12/2/2018 12:15,,,,,,,,66.05,81.62,65,80,55,
12/2/2018 12:30,,,,,,,,68.49,74.61,65,80,55,
12/2/2018 12:45,,,,,,,,68.88,80.51,65,80,55,
12/2/2018 13:00,,,,,,,,66.22,82.28,65,80,55,
12/2/2018 13:15,,,,,,,,68.89,81.04,65,80,55,
12/2/2018 13:30,,,,,,,,66.69,81.75,65,80,55,
12/2/2018 13:45,,,,,,,,66.51,83.91,65,80,55,
12/2/2018 14:00,,,,,,,,66.97,83.8,65,80,55,
12/2/2018 14:15,,,,,,,,66.83,83.6,65,80,55,
12/2/2018 14:30,,,,,,,,66.8,84.95,65,80,55,
12/2/2018 14:45,,,,,,,,66.77,85.09,65,80,55,
12/2/2018 15:00,,,,,,,,66.75,85.46,65,80,55,
12/2/2018 15:15,,,,,,,,66.66,86.12,65,80,55,
12/2/2018 15:30,,,,,,,,66.39,87.86,65,80,55,
12/2/2018 15:45,,,,,,,,66.27,88.34,65,80,55,
12/2/2018 16:00,,,,,,,,67.17,86.09,65,80,55,
12/2/2018 16:15,,,,,,,,66.68,87.59,65,80,55,
12/2/2018 16:30,,,,,,,,66.19,88.21,65,80,55,
12/2/2018 16:45,,,,,,,,66.17,86.64,65,80,55,
12/2/2018 17:00,,,,,,,,66.56,84.99,65,80,55,
12/2/2018 17:15,,,,,,,,65.69,87.47,63.29,80,57.85,
12/2/2018 17:30,,,,,,,,64.57,87.49,62,80,60,
12/2/2018 17:45,,,,,,,,63.53,87.27,62,80,60,
12/2/2018 18:00,,,,,,,,64.01,84.72,62,80,60,
12/2/2018 18:15,,,,,,,,63.63,84.58,62,80,60,
12/2/2018 18:30,,,,,,,,63.81,84.06,62,80,60,
12/2/2018 18:45,,,,,,,,64.53,81.62,62,80,60,
12/2/2018 19:00,,,,,,,,64,83.24,62,80,60,
12/2/2018 19:15,,,,,,,,62.95,86.68,58.02,80,65.68,
12/2/2018 19:30,,,,,,,,62.33,87.15,55,80,70,
12/2/2018 19:45,,,,,,,,61.89,87.25,55,80,70,
12/2/2018 20:00,,,,,,,,61.9,87.04,55,80,70,
12/2/2018 20:15,,,,,,,,61.8,87.93,55,80,70,
12/2/2018 20:30,,,,,,,,61.89,87.93,55,80,70,
12/2/2018 20:45,,,,,,,,62.19,88.19,55,80,70,
12/2/2018 21:00,,,,,,,,62.52,88.48,55,80,70,
12/2/2018 21:15,,,,,,,,62.81,88.84,55,80,70,
12/2/2018 21:30,,,,,,,,62.9,88.32,55,80,70,
12/2/2018 21:45,,,,,,,,63.06,88.27,55,80,70,
12/2/2018 22:00,,,,,,,,63.24,88.67,55,80,70,
12/2/2018 22:15,,,,,,,,63.26,88.4,55,80,70,
12/2/2018 22:30,,,,,,,,63.45,87.99,55,80,70,
12/2/2018 22:45,,,,,,,,63.26,88.26,55,80,70,
12/2/2018 23:00,,,,,,,,63.09,87.86,55,80,70,
12/2/2018 23:15,,,,,,,,63.27,88.39,55,80,70,
12/2/2018 23:30,,,,,,,,63.42,88.95,55,80,70,
12/2/2018 23:45,,,,,,,,63.4,88,55,80,70,
12/3/2018 00:00,,,,,,,,61.53,89.94,55,80,70,
12/3/2018 00:15,,,,,,,,59.46,95.34,55,80,70,
12/3/2018 00:30,,,,,,,,58.62,96.49,55,80,70,
12/3/2018 00:45,,,,,,,,57.92,97.29,55,80,70,
12/3/2018 01:00,,,,,,,,57.72,97.46,55,80,70,
12/3/2018 01:15,,,,,,,,57.31,98.32,55,80,70,
12/3/2018 01:30,,,,,,,,56.79,98.24,55,80,70,
12/3/2018 01:45,,,,,,,,56.64,98.24,55,80,70,
12/3/2018 02:00,,,,,,,,56.56,98.75,55,80,70,
12/3/2018 02:15,,,,,,,,56.43,99.02,55,80,70,
12/3/2018 02:30,,,,,,,,56.44,99.38,55,80,70,
12/3/2018 02:45,,,,,,,,56.31,99.23,55,80,70,
12/3/2018 03:00,,,,,,,,56.12,99.62,55,80,70,
12/3/2018 03:15,,,,,,,,56.12,99.94,55,80,70,
12/3/2018 03:30,,,,,,,,55.95,99.5,55,80,70,
12/3/2018 03:45,,,,,,,,56.53,98.78,55,80,70,
12/3/2018 04:00,,,,,,,,56.04,98.47,55,80,70,
12/3/2018 04:15,,,,,,,,58.94,92.98,55,80,70,
12/3/2018 04:30,,,,,,,,55.89,98.71,55,80,70,
12/3/2018 04:45,,,,,,,,56.23,98.09,55,80,70,
12/3/2018 05:00,,,,,,,,55.88,98.5,55,80,70,
12/3/2018 05:15,,,,,,,,56.43,97.38,55,80,70,
12/3/2018 05:30,,,,,,,,57.04,95.54,55,80,70,
12/3/2018 05:45,,,,,,,,55.98,98.84,55,80,70,
12/3/2018 06:00,,,,,,,,56.41,97.17,55,80,70,
12/3/2018 06:15,,,,,,,,59.58,92.43,55,80,70,
12/3/2018 06:30,,,,,,,,58.05,90.18,55,80,70,
12/3/2018 06:45,,,,,,,,57.38,91.42,55,80,70,
12/3/2018 07:00,,,,,,,,58,90.69,55.85,80,67.17,
12/3/2018 07:15,,,,,,,,60.69,85.33,58,80,60,
12/3/2018 07:30,,,,,,,,62.61,86.91,58,80,60,
12/3/2018 07:45,,,,,,,,58.89,91.23,58,80,60,
12/3/2018 08:00,,,,,,,,62.86,85.84,58,80,60,
12/3/2018 08:15,,,,,,,,60.15,90.47,58,80,60,
12/3/2018 08:30,,,,,,,,60.3,90.27,58,80,60,
12/3/2018 08:45,,,,,,,,67.7,75.19,65,80,55,
12/3/2018 09:00,,,,,,,,69.55,76.95,65,80,55,
12/3/2018 09:15,,,,,,,,66.5,82.6,65,80,55,
12/3/2018 09:30,,,,,,,,66.7,84.41,65,80,55,
12/3/2018 09:45,,,,,,,,65.97,85.09,65,80,55,
12/3/2018 10:00,,,,,,,,66.94,81.82,65,80,55,
12/3/2018 10:15,,,,,,,,66.63,84.34,65,80,55,
12/3/2018 10:30,,,,,,,,66.83,84.24,65,80,55,
12/3/2018 10:45,,,,,,,,67.57,83.75,65,80,55,
12/3/2018 11:00,,,,,,,,69.31,81.88,65,80,55,
12/3/2018 11:15,,,,,,,,72.67,78.38,65,80,55,
12/3/2018 11:30,,,,,,,,77.85,71.73,65,80,55,
12/3/2018 11:45,,,,,,,,79.35,69.36,65,80,55,
12/3/2018 12:00,,,,,,,,81.06,66.87,65,80,55,
12/3/2018 12:15,,,,,,,,81.13,65.02,65,80,55,
12/3/2018 12:30,,,,,,,,79.83,64.2,65,80,55,
12/3/2018 12:45,,,,,,,,80.18,61.84,65,80,55,
12/3/2018 13:00,,,,,,,,73.86,67,65,80,55,
12/3/2018 13:15,,,,,,,,73.21,68.33,65,80,55,
12/3/2018 13:30,,,,,,,,73.02,67.44,65,80,55,
12/3/2018 13:45,,,,,,,,78.36,62.36,65,80,55,
12/3/2018 14:00,,,,,,,,82.13,57.58,65,80,55,
12/3/2018 14:15,,,,,,,,79.09,58.15,65,80,55,
12/3/2018 14:30,,,,,,,,77.57,49.64,65,80,55,
12/3/2018 14:45,,,,,,,,80.9,49.84,65,80,55,
12/3/2018 15:00,,,,,,,,77.05,59.99,65,80,55,
12/3/2018 15:15,,,,,,,,74.9,66.72,65,80,55,
12/3/2018 15:30,,,,,,,,72.6,68.47,65,80,55,
12/3/2018 15:45,,,,,,,,70.71,70.25,65,80,55,
12/3/2018 16:00,,,,,,,,70.46,72.72,65,80,55,
12/3/2018 16:15,,,,,,,,69.88,72.85,65,80,55,
12/3/2018 16:30,,,,,,,,68.45,76.34,65,80,55,
12/3/2018 16:45,,,,,,,,67.02,77.93,65,80,55,
12/3/2018 17:00,,,,,,,,66.6,80.59,65,80,55,
12/3/2018 17:15,,,,,,,,68.87,76.03,63.21,80,57.98,
12/3/2018 17:30,,,,,,,,65.98,82.78,62,80,60,
12/3/2018 17:45,,,,,,,,65.06,84.12,62,80,60,
12/3/2018 18:00,,,,,,,,64.66,84.18,62,80,60,
12/3/2018 18:15,,,,,,,,64.1,85.13,62,80,60,
12/3/2018 18:30,,,,,,,,63.77,84.83,62,80,60,
12/3/2018 18:45,,,,,,,,63.15,85.4,62,80,60,
12/3/2018 19:00,,,,,,,,62.95,85.15,62,80,60,
12/3/2018 19:15,,,,,,,,63.24,84.04,58,80,65.71,
12/3/2018 19:30,,,,,,,,62.84,85.39,55,80,70,
12/3/2018 19:45,,,,,,,,62.5,85.74,55,80,70,
12/3/2018 20:00,,,,,,,,62.4,85.14,55,80,70,
12/3/2018 20:15,,,,,,,,62.06,86.09,55,80,70,
12/3/2018 20:30,,,,,,,,61.77,86.2,55,80,70,
12/3/2018 20:45,,,,,,,,62.4,86.26,55,80,70,
12/3/2018 21:00,,,,,,,,62.67,86.44,55,80,70,
12/3/2018 21:15,,,,,,,,62.55,86.42,55,80,70,
12/3/2018 21:30,,,,,,,,62.6,85.91,55,80,70,
12/3/2018 21:45,,,,,,,,61.81,85.34,55,80,70,
12/3/2018 22:00,,,,,,,,60.54,84.33,55,80,70,
12/3/2018 22:15,,,,,,,,59.76,83.46,55,80,70,
12/3/2018 22:30,,,,,,,,60.03,84.71,55,80,70,
12/3/2018 22:45,,,,,,,,59.23,83.82,55,80,70,
12/3/2018 23:00,,,,,,,,59.64,85.16,55,80,70,
12/3/2018 23:15,,,,,,,,60.28,84.39,55,80,70,
12/3/2018 23:30,,,,,,,,59.12,83.71,55,80,70,
12/3/2018 23:45,,,,,,,,58.87,83.82,55,80,70,
12/4/2018 00:00,,,,,,,,56.71,82.55,55,80,70,
12/4/2018 00:15,,,,,,,,57.96,85.34,55,80,70,
12/4/2018 00:30,,,,,,,,56.81,82.79,55,80,70,
12/4/2018 00:45,,,,,,,,58.96,75.39,55,80,70,
12/4/2018 01:00,,,,,,,,59.21,75.64,55,80,70,
12/4/2018 01:15,,,,,,,,59.6,75.53,55,80,70,
12/4/2018 01:30,,,,,,,,59.22,82.8,55,80,70,
12/4/2018 01:45,,,,,,,,56.02,84.54,55,80,70,
12/4/2018 02:00,,,,,,,,55.86,81.99,55,80,70,
12/4/2018 02:15,,,,,,,,56.58,82.05,55,80,70,
12/4/2018 02:30,,,,,,,,55.5,83.06,55,80,70,
12/4/2018 02:45,,,,,,,,55.5,81.81,55,80,70,
12/4/2018 03:00,,,,,,,,56.31,78.9,55,80,70,
12/4/2018 03:15,,,,,,,,57.23,77.79,55,80,70,
12/4/2018 03:30,,,,,,,,58.64,76.79,55,80,70,
12/4/2018 03:45,,,,,,,,59.64,78.6,55,80,70,
12/4/2018 04:00,,,,,,,,56.03,85.64,55,80,70,
12/4/2018 04:15,,,,,,,,56.25,80.47,55,80,70,
12/4/2018 04:30,,,,,,,,58.51,74.97,55,80,70,
12/4/2018 04:45,,,,,,,,60.02,79.57,55,80,70,
12/4/2018 05:00,,,,,,,,56.2,83.07,55,80,70,
12/4/2018 05:15,,,,,,,,54.77,80.79,55,80,70,
12/4/2018 05:30,,,,,,,,55.48,79.33,55,80,70,
12/4/2018 05:45,,,,,,,,54.88,80.41,55,80,70,
12/4/2018 06:00,,,,,,,,54.93,81.99,55,80,70,
12/4/2018 06:15,,,,,,,,55.79,81.46,55,80,70,
12/4/2018 06:30,,,,,,,,57.54,78.21,55,80,70,
12/4/2018 06:45,,,,,,,,58.19,80.32,55,80,70,
12/4/2018 07:00,,,,,,,,58.68,80.41,55.56,80,68.14,
12/4/2018 07:15,,,,,,,,61.55,74.69,58,80,60,
12/4/2018 07:30,,,,,,,,60.13,68.23,58,80,60,
12/4/2018 07:45,,,,,,,,57.62,71.1,58,80,60,
12/4/2018 08:00,,,,,,,,58.04,75.75,58,80,60,
12/4/2018 08:15,,,,,,,,59.62,72.94,58,80,60,
12/4/2018 08:30,,,,,,,,60.5,73.93,58,80,60,
12/4/2018 08:45,,,,,,,,66.21,59.63,65,80,55,
12/4/2018 09:00,,,,,,,,66.2,64.25,65,80,55,
12/4/2018 09:15,,,,,,,,66.36,62.35,65,80,55,
12/4/2018 09:30,,,,,,,,67.11,62.24,65,80,55,
12/4/2018 09:45,,,,,,,,67.71,57.78,65,80,55,
12/4/2018 10:00,,,,,,,,67.03,55.74,65,80,55,
12/4/2018 10:15,,,,,,,,68.07,51.54,65,80,55,
12/4/2018 10:30,,,,,,,,66.5,55.74,65,80,55,
12/4/2018 10:45,,,,,,,,66.9,58.42,65,80,55,
12/4/2018 11:00,,,,,,,,68.64,58.15,65,80,55,
12/4/2018 11:15,,,,,,,,68.67,55.42,65,80,55,
12/4/2018 11:30,,,,,,,,68.26,52.16,65,80,55,
12/4/2018 11:45,,,,,,,,70.02,52.1,65,80,55,
12/4/2018 12:00,,,,,,,,71.85,51.73,65,80,55,
12/4/2018 12:15,,,,,,,,70.65,49.41,65,80,55,
12/4/2018 12:30,,,,,,,,71.6,49.58,65,80,55,
12/4/2018 12:45,,,,,,,,71.14,48.25,65,80,55,
12/4/2018 13:00,,,,,,,,71.2,46.91,65,80,55,
12/4/2018 13:15,,,,,,,,70.8,47.21,65,80,55,
12/4/2018 13:30,,,,,,,,70.03,46.08,65,80,55,
12/4/2018 13:45,,,,,,,,69.59,47.15,65,80,55,
12/4/2018 14:00,,,,,,,,71.4,47.65,65,80,55,
12/4/2018 14:15,,,,,,,,70.13,48.56,65,80,55,
12/4/2018 14:30,,,,,,,,69.82,47.3,65,80,55,
12/4/2018 14:45,,,,,,,,69.44,46.04,65,80,55,
12/4/2018 15:00,,,,,,,,67.99,44.82,65,80,55,
12/4/2018 15:15,,,,,,,,69.57,46.76,65,80,55,
12/4/2018 15:30,,,,,,,,71,48.71,65,80,55,
12/4/2018 15:45,,,,,,,,67.55,52.68,65,80,55,
12/4/2018 16:00,,,,,,,,65.91,54.23,65,80,55,
12/4/2018 16:15,,,,,,,,66.04,51.91,65,80,55,
12/4/2018 16:30,,,,,,,,64.15,53,65,80,55,
12/4/2018 16:45,,,,,,,,65.14,56.76,65,80,55,
12/4/2018 17:00,,,,,,,,67.69,55.49,65,80,55,
12/4/2018 17:15,,,,,,,,66.86,50.9,63.29,80,57.84,
12/4/2018 17:30,,,,,,,,62.37,55.43,62,80,60,
12/4/2018 17:45,,,,,,,,61.73,61.5,62,80,60,
12/4/2018 18:00,,,,,,,,65.42,57.54,62,80,60,
12/4/2018 18:15,,,,,,,,64.17,53.4,62,80,60,
12/4/2018 18:30,,,,,,,,61.39,57.79,62,80,60,
12/4/2018 18:45,,,,,,,,62.7,62.12,62,80,60,
12/4/2018 19:00,,,,,,,,65.32,59.36,62,80,60,
12/4/2018 19:15,,,,,,,,62.24,60.88,58.02,80,65.68,
12/4/2018 19:30,,,,,,,,57.71,75.14,55,80,70,
12/4/2018 19:45,,,,,,,,58.09,75.57,55,80,70,
12/4/2018 20:00,,,,,,,,59.2,72.99,55,80,70,
12/4/2018 20:15,,,,,,,,59.41,70.11,55,80,70,
12/4/2018 20:30,,,,,,,,57.8,68.84,55,80,70,
12/4/2018 20:45,,,,,,,,56.54,70.7,55,80,70,
12/4/2018 21:00,,,,,,,,55.3,73.14,55,80,70,
12/4/2018 21:15,,,,,,,,54.33,74.52,55,80,70,
12/4/2018 21:30,,,,,,,,54.89,78.25,55,80,70,
12/4/2018 21:45,,,,,,,,56.04,78.66,55,80,70,
12/4/2018 22:00,,,,,,,,58.58,74.68,55,80,70,
12/4/2018 22:15,,,,,,,,59.42,72.86,55,80,70,
12/4/2018 22:30,,,,,,,,58.68,71.25,55,80,70,
12/4/2018 22:45,,,,,,,,57.25,71.31,55,80,70,
12/4/2018 23:00,,,,,,,,55.7,73.59,55,80,70,
12/4/2018 23:15,,,,,,,,54.77,76.9,55,80,70,
12/4/2018 23:30,,,,,,,,55.54,78.66,55,80,70,
12/4/2018 23:45,,,,,,,,57.85,77.23,55,80,70,
12/5/2018 00:00,,,,,,,,58.59,76.31,55,80,70,
12/5/2018 00:15,,,,,,,,59.39,74.71,55,80,70,
12/5/2018 00:30,,,,,,,,59.08,71.93,55,80,70,
12/5/2018 00:45,,,,,,,,58.44,71.28,55,80,70,
12/5/2018 01:00,,,,,,,,56.97,71.92,55,80,70,
12/5/2018 01:15,,,,,,,,55.45,74.43,55,80,70,
12/5/2018 01:30,,,,,,,,55.05,76.17,55,80,70,
12/5/2018 01:45,,,,,,,,54.69,76.84,55,80,70,
12/5/2018 02:00,,,,,,,,55.41,78.76,55,80,70,
12/5/2018 02:15,,,,,,,,57.71,77.44,55,80,70,
12/5/2018 02:30,,,,,,,,58.99,72.74,55,80,70,
12/5/2018 02:45,,,,,,,,58.47,70.06,55,80,70,
12/5/2018 03:00,,,,,,,,55.72,71.42,55,80,70,
12/5/2018 03:15,,,,,,,,54.74,74.04,55,80,70,
12/5/2018 03:30,,,,,,,,55.22,73.92,55,80,70,
12/5/2018 03:45,,,,,,,,56.7,71.27,55,80,70,
12/5/2018 04:00,,,,,,,,55.55,71.83,55,80,70,
12/5/2018 04:15,,,,,,,,54.91,74.95,55,80,70,
12/5/2018 04:30,,,,,,,,54.51,77.27,55,80,70,
12/5/2018 04:45,,,,,,,,55.75,78.35,55,80,70,
12/5/2018 05:00,,,,,,,,57.28,77.38,55,80,70,
12/5/2018 05:15,,,,,,,,58.78,74.88,55,80,70,
12/5/2018 05:30,,,,,,,,59.29,72.61,55,80,70,
12/5/2018 05:45,,,,,,,,58.6,71.29,55,80,70,
12/5/2018 06:00,,,,,,,,57.47,71.39,55,80,70,
12/5/2018 06:15,,,,,,,,55.94,72.03,55,80,70,
12/5/2018 06:30,,,,,,,,54.74,74.94,55,80,70,
12/5/2018 06:45,,,,,,,,54.35,77.08,55,80,70,
12/5/2018 07:00,,,,,,,,56.14,77.47,55.3,80,69,
12/5/2018 07:15,,,,,,,,58.77,74.28,58,80,60,
12/5/2018 07:30,,,,,,,,56.73,74.73,58,80,60,
12/5/2018 07:45,,,,,,,,56.48,72.66,58,80,60,
12/5/2018 08:00,,,,,,,,57.28,71.25,58,80,60,
12/5/2018 08:15,,,,,,,,59.16,68.77,58,80,60,
12/5/2018 08:30,,,,,,,,58.95,73.02,58.08,80,59.94,
