Date/Time,Seed I/O 1 - Indoor RH (%),Seed I/O 1 - Indoor Temp (°F),Seed I/O 1 - GH #2 PAR (PAR),Seed I/O 1 - Heater 1,Seed I/O 1 - HAF Fans,Seed I/O 1 - Shutter,Seed I/O 1 - Roof Vent,Greenhouse #2 - Zone Temperature (°F),Greenhouse #2 - Zone Relative Humidity (%),Greenhouse #2 - Heating Setpoint (°F),Greenhouse #2 - Cooling Setpoint (°F),Greenhouse #2 - Rel Humidity Setpoint (%),
12/1/2018 01:00,91.84,56.99,0,34,60,0,0,56.99,91.84,55,80,70,
12/1/2018 01:15,84.72,57.71,0,0,56,0,0,57.71,84.71,55,80,70,
12/1/2018 01:30,90.42,57.12,0,29,56,0,0,57.12,90.42,55,80,70,
12/1/2018 01:45,83.03,58.44,0,0,60,0,0,58.44,83.03,55,80,70,
12/1/2018 02:00,89.58,55.38,0,60,60,0,0,55.38,89.58,55,80,70,
12/1/2018 02:15,82.34,58.63,0,0,60,0,0,58.63,82.34,55,80,70,
12/1/2018 02:30,88.86,55.15,0,56,56,0,0,55.15,88.86,55,80,70,
12/1/2018 02:45,82.92,58.35,0,0,60,0,0,58.35,82.92,55,80,70,
12/1/2018 03:00,89.23,55.26,0,59,59,0,0,55.27,89.23,55,80,70,
12/1/2018 03:15,82.72,59.21,0,0,59,0,0,59.21,82.72,55,80,70,
12/1/2018 03:30,88.86,55.27,0,60,60,0,0,55.27,88.86,55,80,70,
12/1/2018 03:45,83.72,59.73,0,0,60,0,0,59.74,83.71,55,80,70,
12/1/2018 04:00,88.93,56.55,0,0,60,0,0,56.55,88.94,55,80,70,
12/1/2018 04:15,93.52,55.93,0,60,60,0,0,55.93,93.52,55,80,70,
12/1/2018 04:30,86.73,60.08,0,0,58,0,0,60.08,86.73,55,80,70,
12/1/2018 04:45,86.21,58.43,0,0,59,0,0,58.43,86.21,55,80,70,
12/1/2018 05:00,90.36,56.83,0,0,60,0,0,56.83,90.36,55,80,70,
12/1/2018 05:15,92.56,56.67,0,0,60,0,0,56.67,92.56,55,80,70,
12/1/2018 05:30,94.6,55.56,0,56,56,0,0,55.56,94.6,55,80,70,
12/1/2018 05:45,96.03,56.78,0,24,56,0,0,56.79,96.03,55,80,70,
12/1/2018 06:00,87.2,59.97,0,0,56,0,0,59.97,87.2,55,80,70,
12/1/2018 06:15,88.86,57.97,0,0,56,0,0,57.98,88.86,55,80,70,
12/1/2018 06:30,92.43,56.43,0,0,60,0,0,56.43,92.43,55,80,70,
12/1/2018 06:45,95.06,55.85,0,60,60,0,0,55.85,95.06,55,80,70,
12/1/2018 07:00,86.98,61.02,0,0,57,0,0,61.03,86.98,56.44,80,65.18,
12/1/2018 07:15,91.28,58.43,0,55,56,0,0,58.43,91.28,58,80,60,
12/1/2018 07:30,83.15,60.98,0,0,60,0,0,60.98,83.15,58,80,60,
12/1/2018 07:45,91.17,59.17,0.06,60,60,0,0,59.17,91.16,58,80,60,
12/1/2018 08:00,83.77,61.44,112.36,0,60,0,0,61.44,83.77,58,80,60,
12/1/2018 08:15,90.89,59.1,193.82,34,56,0,0,59.1,90.89,58,80,60,
12/1/2018 08:30,90.6,59.17,214.19,0,60,0,0,59.17,90.6,58,80,60,
12/1/2018 08:45,86.38,60.88,220.56,56,56,0,0,60.88,86.38,61.39,80,57.58,
12/1/2018 09:00,77.07,66.37,242.03,0,60,0,0,66.37,77.07,65,80,55,
12/1/2018 09:15,74.65,69.22,286.41,0,60,0,0,69.22,74.65,65,80,55,
12/1/2018 09:30,77.33,66.4,290.94,0,60,0,0,66.4,77.33,65,80,55,
12/1/2018 09:45,76.64,67.81,403.56,0,57,0,0,67.81,76.64,65,80,55,
12/1/2018 10:00,70.69,71.33,463.67,0,58,0,0,71.33,70.69,65,80,55,
12/1/2018 10:15,67.1,74.05,499.31,0,60,0,0,74.05,67.1,65,80,55,
12/1/2018 10:30,64.39,76.63,528.3,0,60,0,0,76.63,64.39,65,80,55,
12/1/2018 10:45,62.84,78.06,525.84,0,56,0,0,78.07,62.84,65,80,55,
12/1/2018 11:00,61.21,78.87,537.12,0,60,0,0,78.87,61.21,65,80,55,
12/1/2018 11:15,60.82,79.78,561.47,0,58,0,0,79.78,60.82,65,80,55,
12/1/2018 11:30,59.22,80.41,527.7,0,57,0,0,80.41,59.22,65,80,55,
12/1/2018 11:45,58.84,81.55,575.82,0,56,0,0,81.55,58.84,65,80,55,
12/1/2018 12:00,55.09,80.11,588.66,0,59,0,0,80.11,55.09,65,80,55,
12/1/2018 12:15,51.72,75.78,712.26,0,60,0,0,75.78,51.72,65,80,55,
12/1/2018 12:30,51.37,79.34,626.92,0,60,0,0,79.34,51.37,65,80,55,
12/1/2018 12:45,45.42,78.57,571.51,0,60,29,0,78.58,45.42,65,80,55,
12/1/2018 13:00,59.12,76.94,579.82,0,60,0,0,76.95,59.12,65,80,55,
12/1/2018 13:15,56.31,81.27,588.23,0,60,0,0,81.27,56.31,65,80,55,
12/1/2018 13:30,50.46,81.81,589.65,0,56,0,0,81.81,50.46,65,80,55,
12/1/2018 13:45,45.34,75.11,385.49,0,60,0,0,75.11,45.34,65,80,55,
12/1/2018 14:00,51.29,81.61,512.15,0,60,0,0,81.61,51.29,65,80,55,
12/1/2018 14:15,53.06,77.96,475.32,0,56,0,0,77.96,53.06,65,80,55,
12/1/2018 14:30,55.25,81.17,511.43,0,60,0,0,81.17,55.25,65,80,55,
12/1/2018 14:45,52.26,79.76,494.63,0,56,0,0,79.76,52.26,65,80,55,
12/1/2018 15:00,43.52,77.01,476.35,0,60,23,0,77.01,43.52,65,80,55,
12/1/2018 15:15,51.37,81.6,473.88,0,56,0,0,81.61,51.36,65,80,55,
12/1/2018 15:30,54.9,81.03,419.78,0,60,0,0,81.04,54.9,65,80,55,
12/1/2018 15:45,60.77,77.46,324.21,0,60,0,0,77.46,60.76,65,80,55,
12/1/2018 16:00,67.74,73.46,265.92,0,56,0,0,73.47,67.74,65,80,55,
12/1/2018 16:15,73.93,70.34,248.95,0,60,0,0,70.34,73.93,65,80,55,
12/1/2018 16:30,77.89,67.67,227.03,0,60,0,0,67.67,77.89,65,80,55,
12/1/2018 16:45,76.11,69.49,215.04,0,60,0,0,69.49,76.11,65,80,55,
12/1/2018 17:00,73.91,68.48,198.44,0,60,0,0,68.48,73.91,65,80,55,
12/1/2018 17:15,78.29,65.73,185.91,0,58,0,0,65.73,78.29,63.24,80,57.93,
12/1/2018 17:30,82.23,65.4,181.13,0,56,0,0,65.4,82.23,62,80,60,
12/1/2018 17:45,76.71,67.09,194.64,0,60,0,0,67.09,76.71,62,80,60,
12/1/2018 18:00,76.37,65.76,197.62,0,57,0,0,65.77,76.37,62,80,60,
12/1/2018 18:15,80.49,63.22,182.22,0,60,0,0,63.22,80.49,62,80,60,
12/1/2018 18:30,80.45,65.83,183.9,0,60,0,0,65.83,80.45,62,80,60,
12/1/2018 18:45,76.15,64.76,188.34,0,60,0,0,64.76,76.15,62,80,60,
12/1/2018 19:00,81.25,62.83,185.88,43,56,0,0,62.83,81.25,62,80,60,
12/1/2018 19:15,84.74,61.65,190.23,0,56,0,0,61.65,84.74,57.91,80,65.84,
12/1/2018 19:30,87.04,60.17,185.69,0,60,0,0,60.17,87.04,55,80,70,
12/1/2018 19:45,88.27,59.21,187.34,0,56,0,0,59.22,88.27,55,80,70,
12/1/2018 20:00,89.41,58.95,191.61,0,60,0,0,58.95,89.41,55,80,70,
12/1/2018 20:15,89.13,58.27,184.92,0,60,0,0,58.27,89.13,55,80,70,
12/1/2018 20:30,89.32,57.56,182.28,0,60,0,0,57.56,89.32,55,80,70,
12/1/2018 20:45,89.85,56.89,186.87,0,56,0,0,56.89,89.85,55,80,70,
12/1/2018 21:00,90.27,56.47,183.79,0,60,0,0,56.47,90.27,55,80,70,
12/1/2018 21:15,91,56.62,185.51,0,59,0,0,56.62,91,55,80,70,
12/1/2018 21:30,94.56,56.21,0,51,59,0,0,56.22,94.56,55,80,70,
12/1/2018 21:45,86.51,59.27,0,0,60,0,0,59.28,86.51,55,80,70,
12/1/2018 22:00,89.21,56.98,0,0,60,0,0,56.98,89.21,55,80,70,
12/1/2018 22:15,93.2,55.75,0,60,60,0,0,55.75,93.2,55,80,70,
12/1/2018 22:30,87.19,59.75,0,0,60,0,0,59.75,87.19,55,80,70,
12/1/2018 22:45,88.86,57.59,0,0,59,0,0,57.59,88.86,55,80,70,
12/1/2018 23:00,91.88,56.5,0,0,60,0,0,56.5,91.88,55,80,70,
12/1/2018 23:15,94.08,55.72,0,56,59,0,0,55.72,94.08,55,80,70,
12/1/2018 23:30,95.44,57.56,0,12,60,0,0,57.56,95.44,55,80,70,
12/1/2018 23:45,87.95,59.71,0,0,60,0,0,59.71,87.95,55,80,70,
12/2/2018 00:00,88.76,57.83,0,0,59,0,0,57.84,88.76,55,80,70,
12/2/2018 00:15,91.78,56.56,0,0,59,0,0,56.57,91.78,55,80,70,
12/2/2018 00:30,94.33,56.09,0,0,60,0,0,56.09,94.34,55,80,70,
12/2/2018 00:45,95.28,57.21,0,5,59,0,0,57.21,95.28,55,80,70,
12/2/2018 01:00,87.21,59.39,0,0,59,0,0,59.39,87.21,55,80,70,
12/2/2018 01:15,89.35,57.89,0,0,60,0,0,57.9,89.35,55,80,70,
12/2/2018 01:30,92.95,56.96,0,0,60,0,0,56.96,92.95,55,80,70,
12/2/2018 01:45,94.65,56.32,0,0,60,0,0,56.33,94.65,55,80,70,
12/2/2018 02:00,95.41,55.82,0,60,60,0,0,55.82,95.41,55,80,70,
12/2/2018 02:15,90.74,59.58,0,0,59,0,0,59.58,90.74,55,80,70,
12/2/2018 02:30,93.03,56.83,0,0,59,0,0,56.83,93.03,55,80,70,
12/2/2018 02:45,95.29,56.19,0,0,59,0,0,56.19,95.29,55,80,70,
12/2/2018 03:00,95.47,55.67,0,59,59,0,0,55.67,95.48,55,80,70,
12/2/2018 03:15,95.7,57.78,0,0,59,0,0,57.78,95.7,55,80,70,
12/2/2018 03:30,89.97,59.49,0,0,59,0,0,59.5,89.97,55,80,70,
12/2/2018 03:45,89.13,58.74,0,0,59,0,0,58.75,89.13,55,80,70,
12/2/2018 04:00,89.66,58.18,0,0,59,0,0,58.18,89.66,55,80,70,
12/2/2018 04:15,93.5,56.78,0,0,59,0,0,56.79,93.5,55,80,70,
12/2/2018 04:30,95.25,56.14,0,0,60,0,0,56.15,95.25,55,80,70,
12/2/2018 04:45,96.71,56.7,0,37,59,0,0,56.7,96.71,55,80,70,
12/2/2018 05:00,88.93,59.73,0,0,59,0,0,59.74,88.93,55,80,70,
12/2/2018 05:15,90.61,57.52,0,0,60,0,0,57.52,90.61,55,80,70,
12/2/2018 05:30,93.85,56.11,0,0,59,0,0,56.11,93.85,55,80,70,
12/2/2018 05:45,95.53,57.71,0,4,59,0,0,57.71,95.53,55,80,70,
12/2/2018 06:00,88.64,59.11,0,0,59,0,0,59.11,88.65,55,80,70,
12/2/2018 06:15,90.73,57.56,0,0,59,0,0,57.56,90.73,55,80,70,
12/2/2018 06:30,94.34,56.57,0,0,59,0,0,56.58,94.34,55,80,70,
12/2/2018 06:45,95.55,56.32,0,0,59,0,0,56.32,95.55,55,80,70,
12/2/2018 07:00,92.16,60.19,0,0,59,0,0,60.19,92.16,56.2,80,66.01,
12/2/2018 07:15,92.16,58.36,0,60,60,0,0,58.36,92.16,58,80,60,
12/2/2018 07:30,86.04,60.88,0,0,59,0,0,60.88,86.04,58,80,60,
12/2/2018 07:45,93.61,59.15,0,52,59,0,0,59.16,93.61,58,80,60,
12/2/2018 08:00,86.27,60.93,86.16,0,59,0,0,60.94,86.27,58,80,60,
12/2/2018 08:15,91.69,59.91,193.28,0,59,0,0,59.91,91.69,58,80,60,
12/2/2018 08:30,91.21,59.56,191.64,0,59,0,0,59.57,91.21,58,80,60,
12/2/2018 08:45,89.07,63.7,205.68,5,59,0,0,63.7,89.07,60.77,80,58.02,
12/2/2018 09:00,83.83,65.52,195.73,59,59,0,0,65.52,83.83,65,80,55,
12/2/2018 09:15,81.65,65.8,203.44,18,59,0,0,65.8,81.65,65,80,55,
12/2/2018 09:30,77.94,67.88,203.58,0,59,0,0,67.88,77.94,65,80,55,
12/2/2018 09:45,82.29,67.83,200.76,0,60,0,0,67.83,82.29,65,80,55,
12/2/2018 10:00,81.86,65.15,209.77,60,60,0,0,65.15,81.86,65,80,55,
12/2/2018 10:15,77.93,68.47,242.31,0,59,0,0,68.48,77.93,65,80,55,
12/2/2018 10:30,83.46,66.03,244.15,0,59,0,0,66.03,83.46,65,80,55,
12/2/2018 10:45,86.33,65.88,231.27,59,59,0,0,65.88,86.32,65,80,55,
12/2/2018 11:00,79.75,69.93,242.68,0,59,0,0,69.94,79.75,65,80,55,
12/2/2018 11:15,81.89,66.94,231.13,0,60,0,0,66.94,81.89,65,80,55,
12/2/2018 11:30,85.37,65.88,241.72,45,59,0,0,65.89,85.37,65,80,55,
12/2/2018 11:45,88.07,66.58,248.79,37,59,0,0,66.58,88.07,65,80,55,
12/2/2018 12:00,80.84,69.69,249.73,0,59,0,0,69.7,80.84,65,80,55,
12/2/2018 12:15,79.64,67.13,213.17,0,59,0,0,67.13,79.64,65,80,55,
12/2/2018 12:30,84.65,68,262.26,8,59,0,0,68,84.64,65,80,55,
12/2/2018 12:45,81.21,69.66,261.48,0,60,0,0,69.66,81.21,65,80,55,
12/2/2018 13:00,85.08,68.42,261.09,0,59,0,0,68.42,85.08,65,80,55,
12/2/2018 13:15,87.31,67.64,251.27,13,59,0,0,67.65,87.31,65,80,55,
12/2/2018 13:30,87.63,66.42,277.81,0,59,0,0,66.42,87.63,65,80,55,
12/2/2018 13:45,86.43,66.94,250.94,0,59,0,0,66.94,86.43,65,80,55,
12/2/2018 14:00,89.08,66.5,278.47,0,59,0,0,66.5,89.08,65,80,55,
12/2/2018 14:15,89.22,66.26,248.3,0,58,0,0,66.26,89.23,65,80,55,
12/2/2018 14:30,85.02,69.15,260.29,0,60,0,0,69.16,85.02,65,80,55,
12/2/2018 14:45,90.53,66.62,253.35,0,58,0,0,66.62,90.53,65,80,55,
12/2/2018 15:00,90.8,66.39,243.38,4,59,0,0,66.39,90.8,65,80,55,
12/2/2018 15:15,91.16,66.13,245.22,0,60,0,0,66.13,91.16,65,80,55,
12/2/2018 15:30,91.69,66.7,229.42,0,60,0,0,66.7,91.69,65,80,55,
12/2/2018 15:45,93.15,66.28,228.89,35,59,0,0,66.28,93.15,65,80,55,
12/2/2018 16:00,91.39,66.65,218.61,0,60,0,0,66.65,91.39,65,80,55,
12/2/2018 16:15,92.06,66.12,217.22,0,59,0,0,66.12,92.05,65,80,55,
12/2/2018 16:30,88.79,67.05,202.49,0,60,0,0,67.05,88.79,65,80,55,
12/2/2018 16:45,85.12,69.53,196,0,60,0,0,69.53,85.12,65,80,55,
12/2/2018 17:00,85.02,69.36,187.27,0,60,0,0,69.37,85.02,65,80,55,
12/2/2018 17:15,84.99,68.7,184.29,0,59,0,0,68.7,84.99,63.2,80,58.01,
12/2/2018 17:30,90.25,64.69,193.51,0,59,0,0,64.69,90.25,62,80,60,
12/2/2018 17:45,90.69,62.99,186.76,59,59,0,0,62.99,90.69,62,80,60,
12/2/2018 18:00,88.05,63.59,193.12,0,59,0,0,63.59,88.05,62,80,60,
12/2/2018 18:15,85.71,63.76,192.23,0,59,0,0,63.76,85.71,62,80,60,
12/2/2018 18:30,86.91,63.95,182.95,0,60,0,0,63.95,86.91,62,80,60,
12/2/2018 18:45,87.04,63.85,190.54,0,60,0,0,63.85,87.03,62,80,60,
12/2/2018 19:00,85.34,64.47,185.22,0,59,0,0,64.47,85.34,62,80,60,
12/2/2018 19:15,84.6,65.01,188.61,0,60,0,0,65.02,84.6,57.8,80,66,
12/2/2018 19:30,90.52,62.01,185.47,0,60,0,0,62.01,90.52,55,80,70,
12/2/2018 19:45,90.93,61.26,186.76,0,60,0,0,61.27,90.93,55,80,70,
12/2/2018 20:00,92.24,61.22,191.93,0,59,0,0,61.22,92.24,55,80,70,
12/2/2018 20:15,92.24,60.84,190.37,0,60,0,0,60.84,92.24,55,80,70,
12/2/2018 20:30,92.56,61.25,188.92,0,59,0,0,61.25,92.56,55,80,70,
12/2/2018 20:45,93.34,61.62,189.66,0,59,0,0,61.63,93.34,55,80,70,
12/2/2018 21:00,93.37,61.79,187.14,0,59,0,0,61.79,93.37,55,80,70,
12/2/2018 21:15,93.06,61.92,189.57,0,59,0,0,61.92,93.06,55,80,70,
12/2/2018 21:30,94.1,62.15,188.01,0,59,0,0,62.15,94.1,55,80,70,
12/2/2018 21:45,93.29,62.32,192.42,0,59,0,0,62.32,93.29,55,80,70,
12/2/2018 22:00,94.23,62.61,187.26,0,58,0,0,62.62,94.23,55,80,70,
12/2/2018 22:15,93.86,62.6,184.34,0,60,0,0,62.6,93.86,55,80,70,
12/2/2018 22:30,93.65,62.71,180.16,0,59,0,0,62.71,93.64,55,80,70,
12/2/2018 22:45,93.67,62.48,195.94,0,59,0,0,62.48,93.67,55,80,70,
12/2/2018 23:00,93.17,62.36,189.42,0,59,0,0,62.36,93.17,55,80,70,
12/2/2018 23:15,93.81,62.45,186.27,0,59,0,0,62.45,93.81,55,80,70,
12/2/2018 23:30,93.3,62.6,190.1,0,59,0,0,62.6,93.3,55,80,70,
12/2/2018 23:45,92.9,62.61,180.83,0,59,0,0,62.61,92.9,55,80,70,
12/3/2018 00:00,94.31,60.4,0,0,59,0,0,60.4,94.31,55,80,70,
12/3/2018 00:15,99.99,58.7,0,0,59,0,0,58.7,99.99,55,80,70,
12/3/2018 00:30,101.69,57.99,0,0,60,0,0,58,101.69,55,80,70,
12/3/2018 00:45,102.02,57.08,0,0,59,0,0,57.08,102.02,55,80,70,
12/3/2018 01:00,102.96,57.09,0,0,60,0,0,57.09,102.96,55,80,70,
12/3/2018 01:15,102.99,56.75,0,0,60,0,0,56.75,102.98,55,80,70,
12/3/2018 01:30,103.2,56.25,0,0,59,0,0,56.26,103.2,55,80,70,
12/3/2018 01:45,103.31,56.09,0,0,60,0,0,56.1,103.31,55,80,70,
12/3/2018 02:00,101.71,56.81,0,0,60,0,0,56.82,101.71,55,80,70,
12/3/2018 02:15,103.61,56.37,0,0,58,0,0,56.38,103.61,55,80,70,
12/3/2018 02:30,103.8,56.31,0,0,60,0,0,56.31,103.8,55,80,70,
12/3/2018 02:45,104.14,56.04,0,0,60,0,0,56.05,104.14,55,80,70,
12/3/2018 03:00,104.13,56.1,0,0,60,0,0,56.1,104.13,55,80,70,
12/3/2018 03:15,103.92,56.03,0,0,59,0,0,56.03,103.92,55,80,70,
12/3/2018 03:30,101.26,57.15,0,0,59,0,0,57.16,101.26,55,80,70,
12/3/2018 03:45,103.55,56.13,0,0,59,0,0,56.13,103.55,55,80,70,
12/3/2018 04:00,97.22,58.11,0,0,59,0,0,58.11,97.21,55,80,70,
12/3/2018 04:15,103.38,55.98,0,0,59,0,0,55.99,103.38,55,80,70,
12/3/2018 04:30,101.57,56.63,0,0,59,0,0,56.63,101.57,55,80,70,
12/3/2018 04:45,97.37,57.86,0,0,59,0,0,57.86,97.37,55,80,70,
12/3/2018 05:00,103.28,55.94,0,47,59,0,0,55.94,103.28,55,80,70,
12/3/2018 05:15,102.3,56.43,0,0,60,0,0,56.43,102.3,55,80,70,
12/3/2018 05:30,103.54,56.01,0,59,60,0,0,56.01,103.54,55,80,70,
12/3/2018 05:45,102.31,56.43,0,0,60,0,0,56.43,102.31,55,80,70,
12/3/2018 06:00,98.31,57.67,0,0,60,0,0,57.67,98.31,55,80,70,
12/3/2018 06:15,93.63,59.87,0,0,59,0,0,59.88,93.63,55,80,70,
12/3/2018 06:30,93.72,58.88,0,0,59,0,0,58.88,93.72,55,80,70,
12/3/2018 06:45,94.47,59.04,0,0,59,0,0,59.04,94.47,55,80,70,
12/3/2018 07:00,97.77,59.93,0,0,59,0,0,59.93,97.77,55.9,80,67.01,
12/3/2018 07:15,96.38,58.94,0,5,59,0,0,58.95,96.38,58,80,60,
12/3/2018 07:30,91.6,62.48,0,0,60,0,0,62.48,91.6,58,80,60,
12/3/2018 07:45,93.58,59.63,0,0,59,0,0,59.63,93.58,58,80,60,
12/3/2018 08:00,97.8,58.85,58.72,60,60,0,0,58.85,97.8,58,80,60,
12/3/2018 08:15,94.38,60.46,192.23,0,59,0,0,60.47,94.38,58,80,60,
12/3/2018 08:30,96.24,60.07,204.96,0,57,0,0,60.07,96.24,58,80,60,
12/3/2018 08:45,95.83,60.58,213.39,58,58,0,0,60.59,95.83,60.06,80,58.53,
12/3/2018 09:00,86.41,66.57,239.04,0,60,0,0,66.57,86.41,65,80,55,
12/3/2018 09:15,89.26,66.1,224.27,0,59,0,0,66.1,89.26,65,80,55,
12/3/2018 09:30,89.33,65.82,266.2,58,58,0,0,65.82,89.33,65,80,55,
12/3/2018 09:45,89.75,65.74,248.04,45,59,0,0,65.74,89.75,65,80,55,
12/3/2018 10:00,90.5,66.35,281.03,0,56,0,0,66.35,90.5,65,80,55,
12/3/2018 10:15,89.46,66.6,271.21,0,60,0,0,66.61,89.46,65,80,55,
12/3/2018 10:30,90.08,66.31,300.56,0,60,0,0,66.31,90.07,65,80,55,
12/3/2018 10:45,90.04,67.14,308.94,0,60,0,0,67.14,90.04,65,80,55,
12/3/2018 11:00,88.01,69.27,354.54,0,60,0,0,69.27,88.01,65,80,55,
12/3/2018 11:15,83.56,72.62,511.51,0,60,0,0,72.62,83.56,65,80,55,
12/3/2018 11:30,78.33,77.94,606.41,0,56,0,0,77.95,78.33,65,80,55,
12/3/2018 11:45,74.91,78.79,545.08,0,56,0,0,78.79,74.91,65,80,55,
12/3/2018 12:00,70.76,81.73,712.34,0,60,0,0,81.73,70.76,65,80,55,
12/3/2018 12:15,64.73,81.35,863.37,0,60,0,0,81.35,64.73,65,80,55,
12/3/2018 12:30,64.46,80.56,651.38,0,56,0,0,80.56,64.46,65,80,55,
12/3/2018 12:45,60.96,79.68,455.81,0,60,0,0,79.68,60.96,65,80,55,
12/3/2018 13:00,68.76,72.94,274.69,0,56,0,0,72.94,68.76,65,80,55,
12/3/2018 13:15,74.12,72.05,410.69,0,60,0,0,72.05,74.12,65,80,55,
12/3/2018 13:30,74.91,71.92,426.89,0,56,0,0,71.92,74.91,65,80,55,
12/3/2018 13:45,69.12,77.77,548.31,0,56,0,0,77.77,69.12,65,80,55,
12/3/2018 14:00,66.64,81.32,526.27,0,56,0,0,81.32,66.64,65,80,55,
12/3/2018 14:15,68.62,79,504.51,0,56,0,0,79,68.62,65,80,55,
12/3/2018 14:30,62.59,81.7,509.47,0,60,0,0,81.7,62.59,65,80,55,
12/3/2018 14:45,55.73,79.13,490.34,0,56,0,0,79.13,55.73,65,80,55,
12/3/2018 15:00,62.5,75.93,269.5,0,60,0,0,75.94,62.5,65,80,55,
12/3/2018 15:15,72.38,73.61,290.99,0,60,0,0,73.61,72.38,65,80,55,
12/3/2018 15:30,75.4,71.53,279.7,0,56,0,0,71.53,75.4,65,80,55,
12/3/2018 15:45,75.84,69.44,261.54,0,57,0,0,69.44,75.84,65,80,55,
12/3/2018 16:00,76.85,68.49,236.08,0,60,0,0,68.5,76.85,65,80,55,
12/3/2018 16:15,80.39,67.91,243.62,0,56,0,0,67.91,80.39,65,80,55,
12/3/2018 16:30,84.13,66.78,214.24,0,60,0,0,66.78,84.13,65,80,55,
12/3/2018 16:45,84.88,66,209.44,0,56,0,0,66,84.87,65,80,55,
12/3/2018 17:00,85.15,66.95,205.67,0,60,0,0,66.95,85.15,65,80,55,
12/3/2018 17:15,83.92,66.88,187.97,0,60,0,0,66.88,83.92,63.23,80,57.94,
12/3/2018 17:30,88.65,64.79,187.66,0,60,0,0,64.79,88.65,62,80,60,
12/3/2018 17:45,89.71,63.72,193.74,0,57,0,0,63.72,89.71,62,80,60,
12/3/2018 18:00,90.63,63.22,191.67,0,55,0,0,63.22,90.62,62,80,60,
12/3/2018 18:15,88.03,64.02,192.62,0,59,0,0,64.03,88.03,62,80,60,
12/3/2018 18:30,88.71,63.48,190.42,0,60,0,0,63.48,88.71,62,80,60,
12/3/2018 18:45,88.02,63.61,187.42,0,57,0,0,63.61,88.02,62,80,60,
12/3/2018 19:00,87.5,65.56,194.75,0,58,0,0,65.57,87.5,62,80,60,
12/3/2018 19:15,89.28,62.51,51.13,32,60,0,0,62.51,89.29,57.82,80,65.97,
12/3/2018 19:30,90.6,62.4,185.75,0,58,0,0,62.41,90.6,55,80,70,
12/3/2018 19:45,90.27,61.95,183.31,0,56,0,0,61.95,90.26,55,80,70,
12/3/2018 20:00,91.06,61.65,190.36,0,60,0,0,61.65,91.05,55,80,70,
12/3/2018 20:15,91.67,61.23,184.79,0,60,0,0,61.23,91.67,55,80,70,
12/3/2018 20:30,91.29,60.98,189.07,0,55,0,0,60.98,91.3,55,80,70,
12/3/2018 20:45,92.73,61.39,177.16,0,55,0,0,61.4,92.73,55,80,70,
12/3/2018 21:00,92.86,61.69,188.64,0,60,0,0,61.69,92.86,55,80,70,
12/3/2018 21:15,92.35,61.57,186.13,0,57,0,0,61.57,92.35,55,80,70,
12/3/2018 21:30,92.32,61.37,188.38,0,60,0,0,61.38,92.32,55,80,70,
12/3/2018 21:45,90.34,60.67,186.06,0,60,0,0,60.68,90.34,55,80,70,
12/3/2018 22:00,89.77,59.2,185.96,0,56,0,0,59.2,89.77,55,80,70,
12/3/2018 22:15,89.1,58.04,195.64,0,56,0,0,58.05,89.1,55,80,70,
12/3/2018 22:30,90.34,58.27,183.26,0,60,0,0,58.27,90.34,55,80,70,
12/3/2018 22:45,90.03,58.11,188.85,0,57,0,0,58.11,90.03,55,80,70,
12/3/2018 23:00,90.71,58.55,179.55,0,60,0,0,58.55,90.71,55,80,70,
12/3/2018 23:15,90.62,58.73,187.16,0,60,0,0,58.73,90.62,55,80,70,
12/3/2018 23:30,89.9,57.63,181.81,0,60,0,0,57.64,89.9,55,80,70,
12/3/2018 23:45,89.04,57.41,185.27,0,60,0,0,57.42,89.04,55,80,70,
12/4/2018 00:00,88.75,55.62,0,60,60,0,0,55.62,88.75,55,80,70,
12/4/2018 00:15,80.9,59.85,0,0,60,0,0,59.85,80.9,55,80,70,
12/4/2018 00:30,88.3,56.68,0,0,56,0,0,56.68,88.3,55,80,70,
12/4/2018 00:45,86.62,57.98,0,0,57,0,0,57.98,86.62,55,80,70,
12/4/2018 01:00,83.44,55.59,0,27,60,0,0,55.6,83.44,55,80,70,
12/4/2018 01:15,79.33,59.87,0,0,60,0,0,59.87,79.33,55,80,70,
12/4/2018 01:30,87.38,56.27,0,0,60,0,0,56.27,87.38,55,80,70,
12/4/2018 01:45,83.25,59.41,0,0,57,0,0,59.41,83.25,55,80,70,
12/4/2018 02:00,87.17,55.08,0,56,56,0,0,55.08,87.17,55,80,70,
12/4/2018 02:15,80.99,57.12,0,0,59,0,0,57.12,80.99,55,80,70,
12/4/2018 02:30,83.29,58.84,0,0,58,0,0,58.84,83.29,55,80,70,
12/4/2018 02:45,85.94,56.81,0,0,58,0,0,56.81,85.94,55,80,70,
12/4/2018 03:00,85.12,59.18,0,0,58,0,0,59.18,85.12,55,80,70,
12/4/2018 03:15,84.5,57.11,0,0,59,0,0,57.11,84.5,55,80,70,
12/4/2018 03:30,89.06,57.14,0,23,60,0,0,57.14,89.06,55,80,70,
12/4/2018 03:45,83.56,56.88,0,0,60,0,0,56.88,83.56,55,80,70,
12/4/2018 04:00,88.21,58.55,0,0,60,0,0,58.55,88.21,55,80,70,
12/4/2018 04:15,86,56.77,0,0,60,0,0,56.77,86,55,80,70,
12/4/2018 04:30,86.82,58.6,0,0,60,0,0,58.61,86.82,55,80,70,
