Date/Time,Seed I/O 1 - Indoor RH 1 Z3 (%),Seed I/O 1 - Indoor Temp 1 Z3 (°F),Seed I/O 1 - GH #3 PAR (PAR),Seed I/O 1 - Unit Heater,Seed I/O 1 - HAF Fans,Seed I/O 1 - Shutters Open,Seed I/O 1 - Roof Vent,Greenhouse #3 - Zone Temperature (°F),Greenhouse #3 - Zone Relative Humidity (%),Greenhouse #3 - Heating Setpoint (°F),Greenhouse #3 - Cooling Setpoint (°F),Greenhouse #3 - Rel Humidity Setpoint (%),
1/6/2019 00:45,91.12,58.92,0,0,60,0,0,58.93,91.11,55,80,70,
1/6/2019 01:00,92.83,57.09,-0.01,0,59,0,0,57.09,92.83,55,80,70,
1/6/2019 01:15,95.37,57.54,0,0,59,0,0,57.54,95.37,55,80,70,
1/6/2019 01:30,91.11,56.8,0,0,60,0,0,56.8,91.11,55,80,70,
1/6/2019 01:45,95.1,57.75,0,0,59,0,0,57.75,95.23,55,80,70,
1/6/2019 02:00,92.01,56.72,0,0,60,0,0,56.72,92.01,55,80,70,
1/6/2019 02:15,96.14,55.95,0,15,60,0,0,55.95,96.13,55,80,70,
1/6/2019 02:30,94.33,58.43,-0.01,0,60,0,0,58.43,94.33,55,80,70,
1/6/2019 02:45,90.56,57.94,-0.01,0,60,0,0,57.94,90.55,55,80,70,
1/6/2019 03:00,92.78,56.15,0,0,60,0,0,56.15,92.78,55,80,70,
1/6/2019 03:15,96.51,55.99,0,60,60,0,0,55.99,96.5,55,80,70,
1/6/2019 03:30,96.32,57.81,0,0,60,0,0,57.81,96.32,55,80,70,
1/6/2019 03:45,88.87,59.69,-0.01,0,60,0,0,59.69,88.87,55,80,70,
1/6/2019 04:00,87.96,59.49,0,0,53,0,0,59.49,87.96,55,80,70,
1/6/2019 04:15,90.65,57.89,0,0,60,0,0,57.89,90.65,55,80,70,
1/6/2019 04:30,92.55,57.04,0,0,60,0,0,57.04,92.55,55,80,70,
1/6/2019 04:45,96.36,55.85,0,15,53,0,0,55.85,96.35,55,80,70,
1/6/2019 05:00,96.71,55.61,-0.01,60,60,0,0,55.61,96.71,55,80,70,
1/6/2019 05:15,95.67,58,0,0,60,0,0,58,95.67,55,80,70,
1/6/2019 05:30,88.14,59.25,0,0,60,0,0,59.25,88.14,55,80,70,
1/6/2019 05:45,90.24,58.06,0,0,60,0,0,58.06,90.23,55,80,70,
1/6/2019 06:00,92.33,57.14,0,0,60,0,0,57.15,92.32,55,80,70,
1/6/2019 06:15,94.82,58.03,225.08,0,53,0,0,58.03,94.81,55,80,70,
1/6/2019 06:30,93.68,58.87,223.22,0,60,0,0,58.87,93.68,55,80,70,
1/6/2019 06:45,93.68,58.92,231.48,0,53,0,0,58.92,93.67,55,80,70,
1/6/2019 07:00,92.39,59.35,227.97,0,60,0,0,59.35,92.38,55,80,70,
1/6/2019 07:15,93.09,59.82,228.84,0,53,0,0,59.82,93.09,55.04,80,69.88,
1/6/2019 07:30,92.38,59.99,224.19,0,60,0,0,59.99,92.38,58,80,60,
1/6/2019 07:45,92.27,59.95,216.46,0,53,0,0,59.95,92.27,58,80,60,
1/6/2019 08:00,91.59,60.07,222.27,0,60,0,0,60.07,91.58,58,80,60,
1/6/2019 08:15,91.76,59.88,232.35,0,60,0,0,59.88,91.76,58,80,60,
1/6/2019 08:30,90.87,59.97,227.69,0,55,0,0,59.97,90.87,58,80,60,
1/6/2019 08:45,91.71,60.56,239.71,0,60,0,0,60.56,91.7,58,80,60,
1/6/2019 09:00,90.91,61.14,244.71,0,55,0,0,61.14,90.91,58.08,80,59.94,
1/6/2019 09:15,85.08,65.24,257.55,60,60,0,0,65.24,85.08,65,80,55,
1/6/2019 09:30,79.17,69.82,273.14,0,60,0,0,69.82,79.17,65,80,55,
1/6/2019 09:45,85.9,66.69,295.23,37,60,0,0,66.69,85.9,65,80,55,
1/6/2019 10:00,86.2,66.7,305.94,0,60,0,0,66.7,86.19,65,80,55,
1/6/2019 10:15,85.96,66.29,322.8,0,53,0,0,66.29,85.96,65,80,55,
1/6/2019 10:30,84.58,66.62,375.04,0,60,0,0,66.62,84.58,65,80,55,
1/6/2019 10:45,81.68,67.7,376.47,0,60,0,0,67.7,81.68,65,80,55,
1/6/2019 11:00,84.14,67.98,345.96,0,60,0,0,67.98,84.14,65,80,55,
1/6/2019 11:15,82.91,69.36,384.9,0,60,0,0,69.36,82.91,65,80,55,
1/6/2019 11:30,78.27,70.97,430.93,0,60,0,0,70.97,78.27,65,80,55,
1/6/2019 11:45,76.8,70.83,420.55,0,60,0,0,70.83,76.8,65,80,55,
1/6/2019 12:00,78.78,70.31,391.64,0,60,0,0,70.31,78.77,65,80,55,
1/6/2019 12:15,78.35,70.07,388.19,0,60,0,0,70.07,78.35,65,80,55,
1/6/2019 12:30,77.48,69.39,398.67,0,60,0,0,69.39,77.47,65,80,55,
1/6/2019 12:45,76.89,70.36,415.87,0,53,0,0,70.36,76.89,65,80,55,
1/6/2019 13:00,75.83,70.18,412.54,0,60,0,0,70.18,75.83,65,80,55,
1/6/2019 13:15,74.11,70.78,451.33,0,60,0,0,70.78,74.11,65,80,55,
1/6/2019 13:30,67.26,73.49,429.45,0,60,0,0,73.49,67.26,65,80,55,
1/6/2019 13:45,66.52,73.13,385.4,0,60,0,0,73.13,66.51,65,80,55,
1/6/2019 14:00,66.99,71.87,335.46,0,60,0,0,71.87,66.99,65,80,55,
1/6/2019 14:15,65.93,72.18,561.2,0,60,0,0,72.18,65.92,65,80,55,
1/6/2019 14:30,58.52,75.01,549.5,0,60,0,0,75.01,58.52,65,80,55,
1/6/2019 14:45,55.08,74.11,552.59,0,53,0,0,74.11,55.08,65,80,55,
1/6/2019 15:00,62.47,71.47,329.94,0,53,0,0,71.47,62.47,65,80,55,
1/6/2019 15:15,66.05,72.12,315.02,0,60,0,0,72.12,66.05,65,80,55,
1/6/2019 15:30,68.55,68.89,380.58,0,53,0,0,68.89,68.54,65,80,55,
1/6/2019 15:45,66.93,70.41,522.66,0,60,0,0,70.41,66.93,65,80,55,
1/6/2019 16:00,60.97,73.97,489.55,0,60,0,0,73.97,60.96,65,80,55,
1/6/2019 16:15,57.4,72.9,363.38,0,60,0,0,72.9,57.4,65,80,55,
1/6/2019 16:30,63.54,66.38,274.38,0,60,0,0,66.38,63.53,65,80,55,
1/6/2019 16:45,64.24,68.73,253.86,0,60,0,0,68.73,64.24,65,80,55,
1/6/2019 17:00,62.35,64.83,249.56,60,60,0,0,64.83,62.35,65,80,55,
1/6/2019 17:15,62.4,64.62,232.86,60,60,0,0,64.62,62.4,65,80,55,
1/6/2019 17:30,57.63,65.92,223.95,0,60,0,0,65.92,57.62,63.21,80,57.98,
1/6/2019 17:45,65.37,66.1,218.3,0,60,0,0,66.1,65.37,62,80,60,
1/6/2019 18:00,68.24,64.87,222.14,0,59,0,0,64.87,68.23,62,80,60,
1/6/2019 18:15,68.04,61.43,229.78,60,60,0,0,61.43,68.03,62,80,60,
1/6/2019 18:30,64.78,61.56,218.9,60,60,0,0,61.56,64.78,62,80,60,
1/6/2019 18:45,61.7,64.02,227.66,24,60,0,0,64.02,61.7,62,80,60,
1/6/2019 19:00,56.06,64.85,224.71,0,60,0,0,64.85,56.05,62,80,60,
1/6/2019 19:15,57.74,64.81,229.05,0,59,0,0,64.82,57.73,62,80,60,
1/6/2019 19:30,57.23,63.55,225.62,0,60,0,0,63.55,57.22,57.99,80,65.72,
1/6/2019 19:45,71.43,55.39,221.64,59,59,0,0,55.39,71.42,55,80,70,
1/6/2019 20:00,64.21,57.3,216.36,0,59,0,0,57.3,64.21,55,80,70,
1/6/2019 20:15,67.84,56.71,221.45,36,60,0,0,56.71,67.83,55,80,70,
1/6/2019 20:30,62.52,57.61,218.21,8,59,0,0,57.61,62.51,55,80,70,
1/6/2019 20:45,69.02,57.16,217.63,0,60,0,0,57.16,69.01,55,80,70,
1/6/2019 21:00,75.39,55.88,223.48,30,60,0,0,55.88,75.39,55,80,70,
1/6/2019 21:15,80.13,55.69,226.53,59,59,0,0,55.69,80.13,55,80,70,
1/6/2019 21:30,80.19,55.3,0,51,59,0,0,55.3,80.19,55,80,70,
1/6/2019 21:45,79.26,55.35,0,40,59,0,0,55.35,79.25,55,80,70,
1/6/2019 22:00,71.87,54.46,0,56,59,0,0,54.46,71.87,55,80,70,
1/6/2019 22:15,74.08,54.61,-0.01,59,60,0,0,54.61,74.08,55,80,70,
1/6/2019 22:30,72.89,53.18,0,60,60,0,0,53.18,72.89,55,80,70,
1/6/2019 22:45,71.54,54.26,0,59,59,0,0,54.26,71.54,55,80,70,
1/6/2019 23:00,76.11,55.52,0,59,59,0,0,55.52,76.1,55,80,70,
1/6/2019 23:15,80.64,55,0,59,59,0,0,55.05,80.75,55,80,70,
1/6/2019 23:30,78.68,55.47,0,59,59,0,0,55.47,78.68,55,80,70,
1/6/2019 23:45,78.04,56.04,0,60,60,0,0,56.05,78.03,55,80,70,
1/7/2019 00:00,79.66,53.8,-0.01,60,60,0,0,53.8,79.66,55,80,70,
1/7/2019 00:15,75.84,54.61,0,53,53,0,0,54.61,75.83,55,80,70,
1/7/2019 00:30,70.67,58.33,0,0,60,0,0,58.33,70.67,55,80,70,
1/7/2019 00:45,72.64,59.17,0,0,53,0,0,59.17,72.64,55,80,70,
1/7/2019 01:00,80.22,56.18,0,44,60,0,0,56.18,80.22,55,80,70,
1/7/2019 01:15,78.96,53.8,0,60,60,0,0,53.8,78.95,55,80,70,
1/7/2019 01:30,72.14,53.26,0,60,60,0,0,53.26,72.14,55,80,70,
1/7/2019 01:45,68.37,58.02,0,0,53,0,0,58.02,68.37,55,80,70,
1/7/2019 02:00,68.99,57.55,0,0,60,0,0,57.55,68.98,55,80,70,
1/7/2019 02:15,74.88,56.83,0,37,53,0,0,56.83,74.88,55,80,70,
1/7/2019 02:30,74.44,53.86,0,60,60,0,0,53.86,74.44,55,80,70,
1/7/2019 02:45,72.34,54.23,0,60,60,0,0,54.23,72.34,55,80,70,
1/7/2019 03:00,66.43,57.05,0,0,60,0,0,57.05,66.43,55,80,70,
1/7/2019 03:15,69.85,54.55,0,60,60,0,0,54.55,69.85,55,80,70,
1/7/2019 03:30,72.2,52.21,0,60,60,0,0,52.21,72.19,55,80,70,
1/7/2019 03:45,65.81,55.93,-0.01,0,53,0,0,55.93,65.8,55,80,70,
1/7/2019 04:00,67.8,57.36,0,0,60,0,0,57.36,67.79,55,80,70,
1/7/2019 04:15,70.52,56.53,0,21,60,0,0,56.53,70.52,55,80,70,
1/7/2019 04:30,74.13,52.83,0,60,60,0,0,52.83,74.13,55,80,70,
1/7/2019 04:45,71.47,54.41,0,32,53,0,0,54.41,71.47,55,80,70,
1/7/2019 05:00,67.66,57.47,0,0,60,0,0,57.47,67.65,55,80,70,
1/7/2019 05:15,73.25,56.94,0,0,60,0,0,56.94,73.24,55,80,70,
1/7/2019 05:30,76.3,53.65,0,60,60,0,0,53.65,76.3,55,80,70,
1/7/2019 05:45,69.89,54.36,0,32,60,0,0,54.36,69.89,55,80,70,
1/7/2019 06:00,69.31,58.16,0,0,60,0,0,58.16,69.31,55,80,70,
1/7/2019 06:15,76.04,56.03,216.9,60,60,0,0,56.03,76.04,55,80,70,
1/7/2019 06:30,76.05,55.09,219.88,60,60,0,0,55.09,76.04,55,80,70,
1/7/2019 06:45,73.05,57.77,219.83,0,53,0,0,57.77,73.05,55,80,70,
1/7/2019 07:00,78.61,56.98,219.67,29,60,0,0,56.98,78.61,55,80,70,
1/7/2019 07:15,75.97,56.19,221.96,0,60,0,0,56.19,75.97,55.04,80,69.88,
1/7/2019 07:30,71.04,60.4,212.99,0,55,0,0,60.4,71.04,58,80,60,
1/7/2019 07:45,69.5,60.72,223.89,0,60,0,0,60.72,69.5,58,80,60,
1/7/2019 08:00,75.58,59.83,226.05,21,60,0,0,59.83,75.58,58,80,60,
1/7/2019 08:15,79.11,58.61,228.41,33,55,0,0,58.61,79.11,58,80,60,
1/7/2019 08:30,74.46,60.07,241.05,0,60,0,0,60.07,74.45,58,80,60,
1/7/2019 08:45,77.68,60.61,269.66,37,60,0,0,60.61,77.67,58,80,60,
1/7/2019 09:00,78.4,59.21,319.99,0,55,0,0,59.21,78.39,58.08,80,59.94,
1/7/2019 09:15,59.39,68.44,373.99,0,60,0,0,68.44,59.39,65,80,55,
1/7/2019 09:30,67.06,65.89,405.79,40,60,0,0,65.89,67.06,65,80,55,
1/7/2019 09:45,67.41,67.71,435.69,0,60,0,0,67.71,67.4,65,80,55,
1/7/2019 10:00,65.5,67.36,450.76,0,59,0,0,67.36,65.5,65,80,55,
1/7/2019 10:15,66.7,67.92,472.29,0,59,0,0,67.93,66.69,65,80,55,
1/7/2019 10:30,64.23,69.16,499.37,0,59,0,0,69.16,64.23,65,80,55,
1/7/2019 10:45,65.57,69.15,518.73,0,60,0,0,69.15,65.56,65,80,55,
1/7/2019 11:00,63.87,71.98,544.66,0,60,0,0,71.98,63.87,65,80,55,
1/7/2019 11:15,64.44,73.54,547.95,0,59,0,0,73.54,64.43,65,80,55,
1/7/2019 11:30,62.94,74.49,577.65,0,60,0,0,74.49,62.93,65,80,55,
1/7/2019 11:45,60.8,75.99,564.03,0,59,0,0,75.99,60.84,65,80,55,
1/7/2019 12:00,61.08,76.96,564.99,0,60,0,0,76.96,61.08,65,80,55,
1/7/2019 12:15,62.18,76.7,607.81,0,60,0,0,76.7,62.18,65,80,55,
1/7/2019 12:30,62.08,75.86,588.76,0,60,0,0,75.86,62.07,65,80,55,
1/7/2019 12:45,60.75,76.65,600.1,0,59,0,0,76.65,60.75,65,80,55,
1/7/2019 13:00,60.64,77.27,578.99,0,59,0,0,77.27,60.64,65,80,55,
1/7/2019 13:15,60.99,77.77,577.19,0,59,0,0,77.77,60.98,65,80,55,
1/7/2019 13:30,59.39,78.86,596.45,0,60,0,0,78.86,59.39,65,80,55,
1/7/2019 13:45,59.25,77.79,560.35,0,59,0,0,77.79,59.24,65,80,55,
1/7/2019 14:00,61.14,77.06,521.14,0,59,0,0,77.06,61.27,65,80,55,
1/7/2019 14:15,63.18,75.75,483.11,0,60,0,0,75.75,62.95,65,80,55,
1/7/2019 14:30,62.44,75.62,513.2,0,60,0,0,75.62,62.43,65,80,55,
1/7/2019 14:45,61.49,75.43,474.45,0,59,0,0,75.43,61.48,65,80,55,
1/7/2019 15:00,62.79,74.98,536.18,0,60,0,0,74.98,62.78,65,80,55,
1/7/2019 15:15,63.43,75.83,422.6,0,60,0,0,75.83,63.42,65,80,55,
1/7/2019 15:30,66.16,74.32,504.98,0,59,0,0,74.32,66.16,65,80,55,
1/7/2019 15:45,63.37,76.13,475.57,0,60,0,0,76.13,63.36,65,80,55,
1/7/2019 16:00,66.43,73.5,386.74,0,59,0,0,73.5,66.43,65,80,55,
1/7/2019 16:15,72.59,69.15,307.17,0,59,0,0,69.15,72.59,65,80,55,
1/7/2019 16:30,74.5,66.97,287.29,0,59,0,0,66.97,74.49,65,80,55,
1/7/2019 16:45,73.46,67.42,264.95,0,59,0,0,67.42,73.46,65,80,55,
1/7/2019 17:00,74.57,65.43,244.9,59,59,0,0,65.43,74.57,65,80,55,
1/7/2019 17:15,73.03,66.69,235.42,0,59,0,0,66.69,73.02,65,80,55,
1/7/2019 17:30,70.88,68.65,220.94,0,60,0,0,68.65,70.88,63.58,80,57.37,
1/7/2019 17:45,78.39,64.22,58.2,0,60,0,0,64.22,78.38,62,80,60,
1/7/2019 18:00,78.73,64.22,-0.01,19,59,0,0,64.22,78.72,62,80,60,
1/7/2019 18:15,80.34,62.87,-0.01,60,60,0,0,62.87,80.33,62,80,60,
1/7/2019 18:30,80.26,61.77,-0.01,60,60,0,0,61.77,80.26,62,80,60,
1/7/2019 18:45,79.42,61.79,0,60,60,0,0,61.79,79.42,62,80,60,
1/7/2019 19:00,78.31,62,-0.01,51,59,0,0,62.01,78.31,62,80,60,
1/7/2019 19:15,77.94,62.38,-0.01,32,59,0,0,62.38,77.94,62,80,60,
1/7/2019 19:30,76.17,63.28,0,0,60,0,0,63.28,76.17,58.55,80,64.93,
1/7/2019 19:45,89.62,56.71,0,0,60,0,0,56.71,89.61,55,80,70,
1/7/2019 20:00,87.46,56.65,0,0,60,0,0,56.65,87.46,55,80,70,
1/7/2019 20:15,89.7,55.62,0,60,60,0,0,55.62,89.69,55,80,70,
1/7/2019 20:30,81.44,59.55,-0.01,0,60,0,0,59.55,81.44,55,80,70,
1/7/2019 20:45,86.23,56.23,-0.01,0,60,0,0,56.23,86.23,55,80,70,
1/7/2019 21:00,88.98,56.93,-0.01,54,55,0,0,56.93,88.98,55,80,70,
1/7/2019 21:15,84.53,58.18,-0.01,0,60,0,0,58.18,84.53,55,80,70,
1/7/2019 21:30,87.98,56.38,0,0,52,0,0,56.38,87.98,55,80,70,
1/7/2019 21:45,89.2,57.8,0,0,60,0,0,57.8,89.2,55,80,70,
1/7/2019 22:00,85.01,57.92,0,0,60,0,0,57.93,85,55,80,70,
1/7/2019 22:15,90.83,55.6,0,40,60,0,0,55.6,90.83,55,80,70,
1/7/2019 22:30,83.56,59.84,0,0,53,0,0,59.84,83.56,55,80,70,
1/7/2019 22:45,87.16,56.96,0,0,60,0,0,56.96,87.16,55,80,70,
1/7/2019 23:00,91.81,55.61,0,59,59,0,0,55.61,91.81,55,80,70,
1/7/2019 23:15,86.25,58.45,-0.01,0,60,0,0,58.45,86.25,55,80,70,
1/7/2019 23:30,91.6,55.73,-0.01,45,59,0,0,55.73,91.59,55,80,70,
1/7/2019 23:45,86.03,59.09,-0.01,0,59,0,0,59.09,86.03,55,80,70,
1/8/2019 00:00,91.08,56.14,-0.01,0,59,0,0,56.14,91.07,55,80,70,
1/8/2019 00:15,88.64,58.96,-0.01,0,59,0,0,58.96,88.64,55,80,70,
1/8/2019 00:30,89.38,56.65,-0.01,0,59,0,0,56.65,89.38,55,80,70,
1/8/2019 00:45,92.3,57.04,-0.01,24,60,0,0,57.04,92.29,55,80,70,
1/8/2019 01:00,88.7,57.12,0,0,59,0,0,57.13,88.7,55,80,70,
1/8/2019 01:15,92.76,56.55,-0.01,40,59,0,0,56.55,92.76,55,80,70,
1/8/2019 01:30,88.65,57.36,-0.01,0,59,0,0,57.36,88.64,55,80,70,
1/8/2019 01:45,92.97,55.44,-0.01,60,60,0,0,55.42,92.96,55,80,70,
1/8/2019 02:00,87.88,58.04,0,0,60,0,0,58.04,87.88,55,80,70,
1/8/2019 02:15,92.81,55.59,-0.01,59,59,0,0,55.59,92.8,55,80,70,
1/8/2019 02:30,86.69,58.03,-0.01,0,60,0,0,58.03,86.69,55,80,70,
1/8/2019 02:45,92.89,55.76,0,45,59,0,0,55.76,92.89,55,80,70,
1/8/2019 03:00,87.81,58.78,0,0,60,0,0,58.78,87.81,55,80,70,
1/8/2019 03:15,92.31,56.3,-0.01,0,59,0,0,56.31,92.3,55,80,70,
1/8/2019 03:30,87.88,59.18,0,0,59,0,0,59.18,87.87,55,80,70,
1/8/2019 03:45,90.62,56.85,-0.01,0,59,0,0,56.85,90.62,55,80,70,
1/8/2019 04:00,94.5,56.29,-0.01,51,59,0,0,56.29,94.49,55,80,70,
1/8/2019 04:15,88.41,57.81,0,0,60,0,0,57.81,88.41,55,80,70,
1/8/2019 04:30,93,56.03,-0.01,0,59,0,0,56.03,92.99,55,80,70,
1/8/2019 04:45,91.37,58.53,-0.01,0,60,0,0,58.53,91.36,55,80,70,
1/8/2019 05:00,89.77,56.98,-0.01,0,60,0,0,56.99,89.77,55,80,70,
1/8/2019 05:15,93.77,56.55,0,40,60,0,0,56.56,93.77,55,80,70,
1/8/2019 05:30,88.24,57.98,0.04,0,59,0,0,57.98,88.23,55,80,70,
1/8/2019 05:45,91.99,55.54,0.04,60,60,0,0,55.54,91.99,55,80,70,
1/8/2019 06:00,87.13,58.47,0.04,0,60,0,0,58.47,87.13,55,80,70,
1/8/2019 06:15,92.85,57.19,232.69,0,59,0,0,57.19,92.85,55,80,70,
1/8/2019 06:30,92.45,57.75,236.72,0,60,0,0,57.75,92.45,55,80,70,
1/8/2019 06:45,92.31,58.08,225.07,0,60,0,0,58.08,92.31,55,80,70,
1/8/2019 07:00,91.03,57.86,237.51,0,60,0,0,57.86,91.03,55,80,70,
1/8/2019 07:15,91.21,58.16,237.56,0,59,0,0,58.16,91.21,55,80,70,
1/8/2019 07:30,89.8,59.38,230.95,0,59,0,0,59.39,89.79,58,80,60,
1/8/2019 07:45,89.13,59.85,231.87,0,59,0,0,59.85,89.13,58,80,60,
1/8/2019 08:00,90.63,59,226.1,19,59,0,0,59,90.62,58,80,60,
1/8/2019 08:15,90.72,59.02,223.64,0,60,0,0,59.02,90.72,58,80,60,
1/8/2019 08:30,90.35,59.03,223.12,29,60,0,0,59.03,90.34,58,80,60,
1/8/2019 08:45,90.1,59.86,238.12,0,59,0,0,59.87,90.1,58,80,60,
1/8/2019 09:00,89.65,59.35,248.34,0,60,0,0,59.35,89.64,58,80,60,
1/8/2019 09:15,77.41,66.86,257.44,0,60,0,0,66.86,77.41,65,80,55,
1/8/2019 09:30,79.29,67.95,247.61,0,55,0,0,67.96,79.28,65,80,55,
1/8/2019 09:45,79.63,65.27,250.23,32,55,0,0,65.27,79.63,65,80,55,
1/8/2019 10:00,76.75,68.86,248.36,0,60,0,0,68.86,76.75,65,80,55,
1/8/2019 10:15,80.05,65.68,245.84,60,60,0,0,65.68,80.05,65,80,55,
1/8/2019 10:30,77.45,67.44,260.84,0,55,0,0,67.44,77.45,65,80,55,
1/8/2019 10:45,80.69,66.35,269.63,31,55,0,0,66.35,80.69,65,80,55,
1/8/2019 11:00,78.11,67.38,278.18,0,60,0,0,67.38,78.1,65,80,55,
1/8/2019 11:15,84.34,66.36,230.2,0,54,0,0,66.36,84.33,65,80,55,
1/8/2019 11:30,83,65.84,294,60,60,0,0,65.84,83,65,80,55,
1/8/2019 11:45,80.88,67.23,297.07,0,55,0,0,67.23,80.88,65,80,55,
1/8/2019 12:00,82.82,66.04,320.53,0,60,0,0,66.04,82.82,65,80,55,
1/8/2019 12:15,82.28,66.84,304.45,0,60,0,0,66.84,82.28,65,80,55,
1/8/2019 12:30,81.98,65.92,301.86,45,53,0,0,65.92,81.98,65,80,55,
1/8/2019 12:45,78,67.8,324.73,0,60,0,0,67.8,78,65,80,55,
1/8/2019 13:00,78.34,69.52,311.25,0,0,0,0,69.52,78.34,65,80,55,
1/8/2019 13:15,81.72,65.93,312.41,39,60,0,0,65.93,81.72,65,80,55,
1/8/2019 13:30,81.72,67.21,314.96,29,53,0,0,67.21,81.72,65,80,55,
1/8/2019 13:45,81.8,66.44,318.4,21,60,0,0,66.44,81.8,65,80,55,
1/8/2019 14:00,77.63,70.26,284.05,0,60,0,0,70.26,77.63,65,80,55,
1/8/2019 14:15,83.03,66.12,281.28,0,60,0,0,66.12,83.03,65,80,55,
1/8/2019 14:30,80.77,66.49,324.79,0,57,0,0,66.49,80.77,65,80,55,
1/8/2019 14:45,81.48,66.46,294.49,0,58,0,0,66.46,81.49,65,80,55,
1/8/2019 15:00,79.74,67.67,296.37,0,60,0,0,67.67,79.75,65,80,55,
1/8/2019 15:15,79.19,68.38,312.02,0,60,0,0,68.38,79.18,65,80,55,
1/8/2019 15:30,83.02,67.14,278.66,8,60,0,0,67.14,83.02,65,80,55,
1/8/2019 15:45,83.16,65.75,269.9,60,60,0,0,65.75,83.16,65,80,55,
1/8/2019 16:00,79.57,69.29,255.63,0,59,0,0,69.29,79.57,65,80,55,
1/8/2019 16:15,83.21,65.81,253.34,25,60,0,0,65.81,83.21,65,80,55,
1/8/2019 16:30,82.26,67.66,251.67,8,59,0,0,67.66,82.26,65,80,55,
1/8/2019 16:45,78.03,67.55,236.86,0,60,0,0,67.55,78.03,65,80,55,
1/8/2019 17:00,81.97,65.77,233.9,51,60,0,0,65.77,81.97,65,80,55,
1/8/2019 17:15,75.74,68.61,226.08,0,59,0,0,68.61,75.74,65,80,55,
1/8/2019 17:30,80.23,65.97,222.55,0,59,0,0,65.97,80.23,63.86,80,56.9,
1/8/2019 17:45,84.88,63.22,227.58,0,59,0,0,63.22,84.88,62,80,60,
1/8/2019 18:00,81.55,64.79,226.19,0,59,0,0,64.79,81.55,62,80,60,
1/8/2019 18:15,83.87,63.92,226.2,0,59,0,0,63.92,83.87,62,80,60,
1/8/2019 18:30,82.99,63.74,225.76,0,60,0,0,63.74,82.99,62,80,60,
1/8/2019 18:45,82.36,63.96,226.94,0,59,0,0,63.96,82.36,62,80,60,
1/8/2019 19:00,83.3,63.5,230.82,0,59,0,0,63.5,83.3,62,80,60,
1/8/2019 19:15,84.91,63.37,242.84,0,59,0,0,63.37,84.91,62,80,60,
1/8/2019 19:30,86.33,62.66,230.46,0,59,0,0,62.66,86.33,59.35,80,63.79,
1/8/2019 19:45,86.86,61.81,230.09,0,59,0,0,61.81,86.86,55,80,70,
1/8/2019 20:00,86.99,61.47,221.29,0,60,0,0,61.47,86.99,55,80,70,
1/8/2019 20:15,88.08,61.66,225.83,0,59,0,0,61.66,88.08,55,80,70,
1/8/2019 20:30,88.27,61.75,225.36,0,59,0,0,61.75,88.27,55,80,70,
1/8/2019 20:45,88.43,61.72,227.4,0,60,0,0,61.72,88.43,55,80,70,
1/8/2019 21:00,88.58,61.83,225.75,0,59,0,0,61.83,88.58,55,80,70,
1/8/2019 21:15,88.93,61.31,221.94,0,59,0,0,61.31,88.93,55,80,70,
1/8/2019 21:30,89.46,61.35,222.38,0,59,0,0,61.35,89.46,55,80,70,
1/8/2019 21:45,88.93,61.2,225.95,0,59,0,0,61.2,88.93,55,80,70,
1/8/2019 22:00,89.02,60.75,218.45,0,59,0,0,60.75,89.02,55,80,70,
1/8/2019 22:15,94.57,57.21,0,0,60,0,0,57.22,94.57,55,80,70,
1/8/2019 22:30,96.91,56.11,0,0,59,0,0,56.11,96.9,55,80,70,
1/8/2019 22:45,95.62,56.01,0,59,60,0,0,56.01,95.62,55,80,70,
1/8/2019 23:00,89.7,56.75,0,0,60,0,0,56.75,89.7,55,80,70,
1/8/2019 23:15,96.86,56.16,0,0,60,0,0,56.16,96.86,55,80,70,
1/8/2019 23:30,96.69,56.59,0,0,60,0,0,56.59,96.68,55,80,70,
1/8/2019 23:45,97.05,56.46,0,0,59,0,0,56.46,97.05,55,80,70,
1/9/2019 00:00,96.14,56.59,0,0,59,0,0,56.59,96.14,55,80,70,
1/9/2019 00:15,96.83,56.03,0,0,60,0,0,56.03,96.83,55,80,70,
1/9/2019 00:30,96.42,57.97,0,0,60,0,0,57.97,96.42,55,80,70,
1/9/2019 00:45,91.8,57.11,0,0,60,0,0,57.11,91.8,55,80,70,
1/9/2019 01:00,95.88,55.94,0,9,60,0,0,55.94,95.88,55,80,70,
1/9/2019 01:15,92.24,59.23,0,0,60,0,0,59.23,92.45,55,80,70,
1/9/2019 01:30,93.85,57.54,0,0,59,0,0,57.54,93.87,55,80,70,
1/9/2019 01:45,97.76,56.08,0,0,60,0,0,56.08,97.76,55,80,70,
1/9/2019 02:00,98.67,56.06,0,0,59,0,0,56.06,98.67,55,80,70,
1/9/2019 02:15,99.3,55.9,0,60,60,0,0,55.9,99.3,55,80,70,
1/9/2019 02:30,99.57,56.03,0,27,59,0,0,56.03,99.57,55,80,70,
1/9/2019 02:45,93.45,58.26,0,0,59,0,0,58.26,93.45,55,80,70,
1/9/2019 03:00,94.7,58.02,0,0,60,0,0,58.02,94.7,55,80,70,
1/9/2019 03:15,98.92,55.92,0,59,60,0,0,55.92,98.92,55,80,70,
1/9/2019 03:30,92.44,59.01,0,0,59,0,0,59.01,92.44,55,80,70,
1/9/2019 03:45,94.09,57.9,0,0,60,0,0,57.9,94.09,55,80,70,
